drugbank_id	entrez_gene_id	sources	pubmed_ids	actions	affinity_nM	license	urls
DB01140	12930918	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
DB01140	12931704	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
DB01140	12931886	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
DB01140	12932643	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
DB01140	12933443	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
DB01140	12933831	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
DB01140	12933998	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1644
DB01141	410	DrugBank (enzyme)	15882123|17516879	substrate		CC BY-NC 4.0	
DB01141	1312	DrugBank (enzyme)	15882123|17516879	substrate		CC BY-NC 4.0	
DB01141	4981154	DrugBank (target)	15101786|16960253|16990627|19463275|19724014	inhibitor		CC BY-NC 4.0	
DB01142	146	DrugBank (target)	19179941|6086881|7855217	antagonist		CC BY-NC 4.0	
DB01142	147	DrugBank (target)	19179941|6086881|7855217	antagonist		CC BY-NC 4.0	
DB01142	148	DrugBank (target)	19179941|6086881|7855217	antagonist		CC BY-NC 4.0	
DB01142	150	DrugBank (target)	7855217	antagonist		CC BY-NC 4.0	
DB01142	151	DrugBank (target)	7855217	antagonist		CC BY-NC 4.0	
DB01142	152	DrugBank (target)	7855217	antagonist		CC BY-NC 4.0	
DB01142	1128	DrugBank (target)	19179941|2141000|2329499|7855217	antagonist		CC BY-NC 4.0	
DB01142	1129	DrugBank (target)|PDSP Ki	2141000|2329499|7855217|8100134	antagonist	60.663000000000004	CC BY-NC 4.0	
DB01142	1131	DrugBank (target)	2141000|2329499|7855217	antagonist		CC BY-NC 4.0	
DB01142	1132	DrugBank (target)	2141000|2329499|7855217	antagonist		CC BY-NC 4.0	
DB01142	1133	DrugBank (target)	2141000|2329499|7855217	antagonist		CC BY-NC 4.0	
DB01142	1544	DrugBank (enzyme)	11037801|12180536|19934256	substrate		CC BY-NC 4.0	
DB01142	1557	DrugBank (enzyme)	12180536|12360109|19934256	substrate		CC BY-NC 4.0	
DB01142	1559	DrugBank (enzyme)	12180536|12360109|19934256	substrate		CC BY-NC 4.0	
DB01142	1565	DrugBank (enzyme)	11037801|12360109|15168101|15520506|19934256	inhibitor|substrate		CC BY-NC 4.0	
DB01142	1576	DrugBank (enzyme)	12180536	substrate		CC BY-NC 4.0	
DB01142	1813	DrugBank (target)	6086881|7855217	antagonist		CC BY-NC 4.0	
DB01142	3269	ChEMBL|DrugBank (target)|DrugCentral (label)|PDSP Ki	11752352|12065734|15255990|15286093|17685877|19179941|2141000|22007643|3011460|6086881|6146381|7238574|7855217	antagonist	0.21188	CC BY-SA 3.0	http://www.accessdata.fda.gov/drugsatfda_docs/label/2010/022036lbl.pdf
DB01142	3274	DrugBank (target)	2141000|2897127	antagonist		CC BY-NC 4.0	
DB01142	3350	DrugBank (target)|PDSP Ki	309138|7855217	antagonist	276.0	CC BY-NC 4.0	
DB01142	3356	DrugBank (target)	19179941|309138|7855217	antagonist		CC BY-NC 4.0	
DB01142	3357	DrugBank (target)	309138|7855217	antagonist		CC BY-NC 4.0	
DB01142	3358	DrugBank (target)|PDSP Ki	309138|7855217	antagonist	27.0	CC BY-NC 4.0	
DB01142	3362	ChEMBL|DrugBank (target)	22537153	binder	105.0	CC BY-SA 3.0	
DB01142	3757	DrugBank (target)	17560554			CC BY-NC 4.0	
DB01142	5004	DrugBank (carrier)	2870173	other/unknown		CC BY-NC 4.0	
DB01142	5243	DrugBank (transporter)	12438524	inhibitor		CC BY-NC 4.0	
DB01142	6530	DrugBank (target)|DrugCentral (ChEMBL)|PDSP Ki	19179941|9537821	inhibitor	29.5	CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1628227
DB01142	6532	DrugBank (target)|PDSP Ki	19179941|9537821	inhibitor	68.0	CC BY-NC 4.0	
DB01142	59340	DrugBank (target)|PDSP Ki	11179435	binder	105.9	CC BY-NC 4.0	
DB01143	249	DrugBank (enzyme)	8783662			CC BY-NC 4.0	
DB01143	251	DrugBank (target)	10348255|10523712|10553165|10628381|10995012	inducer		CC BY-NC 4.0	
DB01143	5167	DrugBank (target)	17016423|17139284	inducer		CC BY-NC 4.0	
DB01144	759	DrugBank (target)|DrugCentral (ChEMBL)	14684332|17228881|19019313|19648295|9336012	inhibitor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL17
DB01144	760	BindingDB|ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	11087579|11123998|11906288|12039560|12617903|12617904|12643899|12747790|14684332|14971907|15012984|15081039|15139757|15203157|15454239|15456265|15501039|15546717|15603956|15664816|15686894|15686895|15686931|15771455|15837325|15905091|15908204|16033263|16039853|16165351|16290146|16302824|16459077|16539401|16809036|16942027|17125255|17228881|17276072|17343373|17475500|17681760|18307288|18336310|18359629|18513964|18608752|19124253|19375309|19520577|19549076|19846301|20202722|20554082|20590092|21208801|21251841|21300547|21377369|21470859|21515057|21549597|21620713|21757360|21820216|21852133|22285172|22424239|22775345|22883029|23391336|24746465|24792813|24871996	inhibitor	46.20365	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL17
DB01144	762	DrugBank (target)|DrugCentral (ChEMBL)	18336310	inhibitor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL17
DB01144	763	BindingDB|ChEMBL	16302824|17125255|17475500|18359629|20590092|21300547		447.57377	CC BY-SA 3.0	
DB01144	765	BindingDB|ChEMBL	17228881|17475500|18359629|18374572|19193158|20590092|21208801		85.19412	CC BY-SA 3.0	
DB01144	766	BindingDB|ChEMBL|DrugBank (target)	15686895|17125255|17475500|18336310|18359629|19549076|20590092|21620713	inhibitor	21.20129	CC BY-SA 3.0	
DB01144	768	BindingDB|ChEMBL	12643899|12747790|15012984|15081039|15149691|15203157|15454239|15501039|15546717|15603956|15664816|15771455|15837325|15905091|15908204|16033263|16039848|16165351|16290146|16809036|16942027|17125255|17228881|17276072|17343373|17475500|17681760|18307288|18359629|18513964|18608752|20202722|20554082|20590092|21470859|21515057|21549597|21820216|21852133|22775345|24871996		58.40606999999999	CC BY-SA 3.0	
DB01144	771	BindingDB|ChEMBL|DrugCentral (ChEMBL)	15686894|15908204|16039848|16039853|16290146|16809036|17125255|17157501|17475500|18359629|18374572|18608752|20202722|20554082|20590092|21470859|21515057|21549597|21820216|21852133|22775345|24871996	inhibitor	50.25823	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL17
DB01144	1559	DrugBank (enzyme)	19934256	inducer		CC BY-NC 4.0	
DB01144	11238	BindingDB|ChEMBL	16302824|17125255|17475500|18359629|20590092|21300547		26.813670000000002	CC BY-SA 3.0	
DB01144	23632	BindingDB|ChEMBL	16039848|17125255|17157501|17475500|18359629|20202722|20590092|21515057|21820216		407.38794	CC BY-SA 3.0	
DB01145	908646	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1570
DB01146	3269	DrugBank (target)|DrugCentral (ChEMBL)	11752352|15627433|1678430|17016423|17139284|18977145|1912125	antagonist		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1492
DB01146	6531	DrugBank (target)	15627433	inhibitor		CC BY-NC 4.0	
DB01147	213	DrugBank (carrier)	1031216|7356894|8024646			CC BY-NC 4.0	
DB01147	6564	DrugBank (transporter)	15567297	inhibitor		CC BY-NC 4.0	
DB01147	6565	DrugBank (transporter)	15567297	inhibitor		CC BY-NC 4.0	
DB01147	9356	DrugBank (transporter)	10411577	inhibitor		CC BY-NC 4.0	
DB01147	881247	DrugBank (target)	7447421	inhibitor		CC BY-NC 4.0	
DB01147	933569	DrugBank (target)	7447421	inhibitor		CC BY-NC 4.0	
DB01147	948669	DrugBank (target)	15631796|16792938|16971653|17016423|17139284	inducer		CC BY-NC 4.0	
DB01147	1036908	DrugBank (target)	20726582	inhibitor		CC BY-NC 4.0	
DB01147	3920705	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL891
DB01147	12932283	DrugBank (target)	15631796|16792938|16971653|17016423|17139284	inducer		CC BY-NC 4.0	
DB01147	23196990	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL891
DB01147	23197359	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL891
DB01148	1128	DrugBank (target)	17016423|17139284|3247311	antagonist		CC BY-NC 4.0	
DB01148	1129	DrugBank (target)	10858873|17016423|17139284|19002123|3247311	antagonist		CC BY-NC 4.0	
DB01148	5141	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1493
DB01148	5142	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1493
DB01148	5143	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1493
DB01148	5144	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1493
DB01148	5150	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1493
DB01148	5151	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1493
DB01148	8622	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1493
DB01148	27115	DrugCentral (ChEMBL)		inhibitor		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1493
DB01149	147	DrugBank (target)	11752352|17016423|17139284	other/unknown		CC BY-NC 4.0	
DB01149	148	DrugBank (target)	7649970|7855217	antagonist		CC BY-NC 4.0	
DB01149	150	DrugBank (target)|PDSP Ki	7855217|9400006	antagonist	231.86202999999998	CC BY-NC 4.0	
DB01149	1551	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB01149	1565	DrugBank (enzyme)	10445380|19934256	inhibitor|substrate		CC BY-NC 4.0	
DB01149	1576	ChEMBL|DrugBank (enzyme)	10445380|14709940|19934256|22409598|9098663	inhibitor|substrate	1000.0	CC BY-SA 3.0	
DB01149	1577	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB01149	3350	DrugBank (target)|PDSP Ki	7855217	antagonist	80.0	CC BY-NC 4.0	
DB01149	3356	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	10220119|10435395|10577608|12873632|14520130|21823597|7649970|7855217|9098663	antagonist	5.8	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL623
DB01149	3358	DrugBank (target)|PDSP Ki	11752352|16433010|7855217	antagonist	26.0	CC BY-NC 4.0	
DB01149	5243	DrugBank (transporter)	11452702	inducer		CC BY-NC 4.0	
DB01149	6530	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	10512149|7475971|7649970|9098663|9537821|9871604	inhibitor	360.0	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL623
DB01149	6531	ChEMBL|DrugBank (target)	9537821|9871604	inhibitor	360.0	CC BY-SA 3.0	
DB01149	6532	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	7475971|7649970|9098663|9472845|9537821|9871604	inhibitor	200.0	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL623
DB01149	100861540	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB01151	153	DrugBank (target)	12393876|15093822|7816863|8730743|8741184	other		CC BY-NC 4.0	
DB01151	154	DrugBank (target)	17417877|17558518|7816863|8741184|8988485	antagonist		CC BY-NC 4.0	
DB01151	1128	DrugBank (target)	17016423|17139284|7855217	antagonist		CC BY-NC 4.0	
DB01151	1129	DrugBank (target)|PDSP Ki	17016423|17139284|7855217|8100134	antagonist	188.78558999999998	CC BY-NC 4.0	
DB01151	1131	DrugBank (target)	7855217	antagonist		CC BY-NC 4.0	
DB01151	1132	DrugBank (target)	7855217	antagonist		CC BY-NC 4.0	
DB01151	1133	DrugBank (target)	7855217	antagonist		CC BY-NC 4.0	
DB01151	1544	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01151	1548	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB01151	1555	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB01151	1557	DrugBank (enzyme)	19934256	inhibitor|substrate		CC BY-NC 4.0	
DB01151	1562	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01151	1565	DrugBank (enzyme)	11996013|19934256|8968657	inhibitor|substrate		CC BY-NC 4.0	
DB01151	1571	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB01151	1576	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB01151	1813	DrugBank (target)	7855217	binder		CC BY-NC 4.0	
DB01151	3269	DrugBank (target)|PDSP Ki	10467920|6146381|7855217	antagonist	84.85280999999999	CC BY-NC 4.0	
DB01151	3350	DrugBank (target)	7855217	binder		CC BY-NC 4.0	
DB01151	3356	ChEMBL|DrugBank (target)	11266163|7855217	antagonist	160.0	CC BY-SA 3.0	
DB01151	3358	DrugBank (target)|PDSP Ki	7855217|8876023	binder	350.0	CC BY-NC 4.0	
DB01151	5004	DrugBank (carrier)	2870173			CC BY-NC 4.0	
DB01151	5243	DrugBank (transporter)	12438524|14985103	inhibitor		CC BY-NC 4.0	
DB01151	6530	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)	10424850|11752352|12137927|12837768|15002740|15814154|20945906|9537821	inhibitor	0.83	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL72
DB01151	6531	ChEMBL|PDSP Ki	10425082|12431845|12620070|14573386|9537821		859.4863300000001	CC BY-SA 3.0	
DB01151	6532	ChEMBL|DrugBank (target)|PDSP Ki	12431845|12464448|14573386|16140280|16300628|20945906|9400006|9422361|9537821	inhibitor	58.588159999999995	CC BY-SA 3.0	
DB01151	6580	DrugBank (transporter)	11502595|7990927|9655880	inhibitor		CC BY-NC 4.0	
DB01151	6581	DrugBank (transporter)	10966924|9632645|9830022	inhibitor		CC BY-NC 4.0	
DB01151	6582	DrugBank (transporter)	11502595|9260930	inhibitor		CC BY-NC 4.0	
DB01151	6583	DrugBank (transporter)	10825452	inhibitor		CC BY-NC 4.0	
DB01151	6584	DrugBank (transporter)	10454528	inhibitor		CC BY-NC 4.0	
DB01151	6609	DrugBank (target)	14689449|14960314|15705795|16803890|20502000|7945993	inhibitor		CC BY-NC 4.0	
DB01151	1193843	DrugBank (target)	10592235			CC BY-NC 4.0	
DB01153	1595	DrugBank (enzyme)	19934256	inhibitor		CC BY-NC 4.0	
DB01153	3641571	DrugBank (target)|DrugCentral (ChEMBL)	10592235|1627190|1627191|17016423|17139284|19275277	inhibitor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1201196
DB01154	1559	DrugBank (enzyme)	10960410	substrate		CC BY-NC 4.0	
DB01154	2554	DrugBank (target)|DrugCentral (ChEMBL)	10209232|10487207|11264449|11900777|14579514|17016423|17139284|18619475	agonist|positive allosteric modulator		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2555	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2556	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2557	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2558	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2559	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2560	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2561	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2562	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2563	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2564	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2565	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2566	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2567	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	2568	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01154	3764	DrugBank (target)	10754636|14739809|15852621	inhibitor		CC BY-NC 4.0	
DB01154	3767	DrugBank (target)	10754636|14739809|15852621	inhibitor		CC BY-NC 4.0	
DB01154	55879	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL440
DB01155	950199	DrugBank (target)	11796351|12842332|15664487|17016423|17139284	inhibitor		CC BY-NC 4.0	
DB01155	950391	DrugBank (target)	11796351|15664487|17016423|17139284|17296740	inhibitor		CC BY-NC 4.0	
DB01156	1136	DrugBank (target)	10991997|9862757	antagonist		CC BY-NC 4.0	
DB01156	1544	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01156	1548	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01156	1555	DrugBank (enzyme)	10997936|11996013|16368442|17009913|17101742|19934256	inhibitor|substrate		CC BY-NC 4.0	
DB01156	1558	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01156	1559	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01156	1565	DrugBank (enzyme)	17009913|19934256	inhibitor|substrate		CC BY-NC 4.0	
DB01156	1571	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01156	1576	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01156	5004	DrugBank (carrier)	2870173			CC BY-NC 4.0	
DB01156	6530	DrugBank (target)|DrugCentral (ChEMBL)	11752352|12909199|15361919|16893531	inhibitor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1698
DB01156	6531	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)|PDSP Ki	11752352|12183670|12185406|12431845|12589396|14550679|15361919|15787205|19442525|19821577|8302271|9537821	inhibitor	734.02707	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1698
DB01157	1719	ChEMBL|DrugBank (target)	10091649|10386066|11448221|11752096|11752352|12416030|12649191|7877140|8632413	inhibitor	11.474039999999999	CC BY-SA 3.0	
DB01158	476	DrugBank (target)	1334399|15121098|1662173|1667290	inhibitor		CC BY-NC 4.0	
DB01158	6530	DrugCentral (ChEMBL)		substrate		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1199080
DB01159	213	DrugBank (carrier)	15449957			CC BY-NC 4.0	
DB01159	513	DrugBank (target)	17016423|17139284	other/unknown		CC BY-NC 4.0	
DB01159	1548	DrugBank (enzyme)	19442086|19934256	substrate		CC BY-NC 4.0	
DB01159	1555	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01159	1559	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01159	1565	DrugBank (enzyme)	19934256	substrate		CC BY-NC 4.0	
DB01159	1571	DrugBank (enzyme)	19442086|19934256|9103523	substrate		CC BY-NC 4.0	
DB01159	1576	DrugBank (enzyme)	19442086|19934256	substrate		CC BY-NC 4.0	
DB01159	2554	DrugBank (target)|DrugCentral (ChEMBL)	17016423|17139284	other/unknown|positive allosteric modulator		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2555	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2556	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2557	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2558	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2559	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2560	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2561	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2562	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2563	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2564	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2565	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2566	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2567	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2568	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2741	DrugBank (target)|DrugCentral (ChEMBL)	15287733|17016423|17139284	allosteric modulator|positive modulator		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2743	DrugCentral (ChEMBL)		positive modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	2903	DrugBank (target)	8968191	antagonist		CC BY-NC 4.0	
DB01159	3760	DrugBank (target)	11455015|11465552|15175324	inhibitor		CC BY-NC 4.0	
DB01159	3763	DrugBank (target)	15175324|16243998	inhibitor		CC BY-NC 4.0	
DB01159	3776	DrugCentral (ChEMBL)		opener		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	3777	DrugBank (target)|DrugCentral (ChEMBL)	20217349|20519544	binder|opener		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	3778	DrugBank (target)	10592235|10794813	inhibitor		CC BY-NC 4.0	
DB01159	3783	DrugBank (target)	10794813|17016423|17139284	inhibitor		CC BY-NC 4.0	
DB01159	4535	DrugBank (target)	12411515|17016423|17139284	inhibitor		CC BY-NC 4.0	
DB01159	6010	DrugBank (target)	10913255|11157886	other		CC BY-NC 4.0	
DB01159	27032	DrugBank (target)	17016423|17139284	other/unknown		CC BY-NC 4.0	
DB01159	51305	DrugBank (target)|DrugCentral (ChEMBL)	20217349|20519544	binder|opener		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	54207	DrugCentral (ChEMBL)		opener		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	54331	DrugBank (target)	10913255|11961592|12657848|12826849|15175324	other/unknown		CC BY-NC 4.0	
DB01159	55879	DrugCentral (ChEMBL)		positive allosteric modulator		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	116443	DrugBank (target)	8968191	antagonist		CC BY-NC 4.0	
DB01159	116444	DrugBank (target)	8968191	antagonist		CC BY-NC 4.0	
DB01159	338567	DrugCentral (ChEMBL)		opener		CC BY 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL931
DB01159	387129	DrugBank (target)	10913255|11961111|12826849	other/unknown		CC BY-NC 4.0	
DB01160	5731	ChEMBL	10715159|11708917		289.13665	CC BY-SA 3.0	
DB01160	5733	ChEMBL	10715159|11708917		188.20202	CC BY-SA 3.0	
DB01160	5737	ChEMBL|DrugBank (target)|DrugCentral (ChEMBL)|PDSP Ki	10634944|10978187|11093791|8777582	agonist	12.39355	CC BY-SA 3.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL815
DB01160	5739	DrugBank (target)	11752352|17016423|17139284	antagonist		CC BY-NC 4.0	
DB01160	6578	ChEMBL|DrugBank (transporter)|PDSP Ki	10484490|10634944|11093791|8787677		23.0	CC BY-SA 3.0	
DB01160	6582	DrugBank (transporter)	11907186			CC BY-NC 4.0	
DB01160	6915	ChEMBL	10715159|11708917		100.05499	CC BY-SA 3.0	
DB01160	8484	PubChem			124.23		
DB01160	9356	DrugBank (transporter)	11907186			CC BY-NC 4.0	
DB01160	9376	DrugBank (transporter)	11907186			CC BY-NC 4.0	
DB01160	10864	DrugBank (transporter)	11907186			CC BY-NC 4.0	
DB01160	27306	PDSP Ki	10634944		861.0		
DB01160	28232	DrugBank (transporter)	14631946			CC BY-NC 4.0	
DB01160	55867	DrugBank (transporter)	11907186			CC BY-NC 4.0	
DB01161	590	DrugBank (enzyme)	11305839|3111302|385208|7081736|7425357	substrate		CC BY-NC 4.0	
DB01161	3359	DrugBank (target)	17016423|17139284	antagonist		CC BY-NC 4.0	
DB01161	6336	DrugBank (target)|DrugCentral (ChEMBL)	17016423|17139284|8418714	blocker|inhibitor		CC BY-NC 4.0	https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1179047
DB01161	6531	DrugBank (target)	10078990|11255924|11605081|7768269	inhibitor		CC BY-NC 4.0	
